budget,genres,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,title,movieId,rating
280000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",99861,tt2395427,37.37942,/t90Y3G8UGQp0f0DrP60wRu9gfrH.jpg,2015,1405403694.0,141.0,Avengers: Age of Ultron,99861,3.3
50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",4380,tt0358135,9.082538000000001,/ntKMVXdb1tVr4q3sT9vJOV9wnfN.jpg,2004,170128460.0,107.0,Shall We Dance?,4380,3.8
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",547,tt0119314,7.685548,/nT4p5iDOxcnEa2QD0Kp3907WeuA.jpg,1998,186883563.0,170.0,The Horse Whisperer,547,2.8
55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1717,tt0405676,7.991167999999999,/rnmq4QBAWhxULd12PhlCFa1RjHa.jpg,2006,9450897.0,125.0,All the King's Men,1717,2.7
47000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",2103,tt0307479,10.642824000000001,/8TTniVKEjUWs3DnAMEWMXP6V1ct.jpg,2002,30002758.0,99.0,Solaris,2103,3.0
12600000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",154400,tt1600196,11.695036,/lj8AMCjWx0jU93XajzUEOUUNKZF.jpg,2014,19054534.0,106.0,The Drop,154400,2.8
9500000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",667,tt0062512,10.359669,/7dnsJZniZK1Hbc9mOFDYa5W0dHi.jpg,1967,111584787.0,117.0,You Only Live Twice,667,2.6
40000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",440,tt0758730,10.793324,/bpA5nTpqb6qLWYwmyN61dViKrRt.jpg,2007,41797066.0,94.0,Aliens vs Predator: Requiem,440,3.6
27500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5125,tt0804522,13.482558,/5Jo3BL2DNWw2yLEaVQSCLT2zGGW.jpg,2007,24748670.0,120.0,Rendition,5125,3.3
92000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",7446,tt0942385,8.980941,/zoWUdaaWKPDyr9b0il0YcggDWgJ.jpg,2008,188072649.0,107.0,Tropic Thunder,7446,2.3
47000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",31011,tt0485947,11.817059,/jxd2XSsnUHHUbo50nzVnVnHRPVJ.jpg,2009,3547209.0,156.0,Mr. Nobody,31011,3.5
2000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",8810,tt0082694,11.189831,/voNuYkvQgDSqijCDllEaRntq7ln.jpg,1981,24600832.0,95.0,Mad Max 2: The Road Warrior,8810,2.6
45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",7233,tt0376108,4.373457,/xBj0fdVEkibf4G0kjhVsxeGiWGu.jpg,2005,16809014.0,103.0,Rebound,7233,2.2
10000000,"[{'id': 18, 'name': 'Drama'}]",160768,tt2210834,4.50333,/mnpZAebBC3M9zEePwn1jc4Skk4C.jpg,2013,30283.0,117.0,Jimmy P.,160768,2.8
60000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2667,tt0185937,14.838385999999998,/ip2IqmvCqFzvPe8RAHpT1My6XM9.jpg,1999,248000000.0,81.0,The Blair Witch Project,2667,2.6
2900000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1902,tt0125659,8.842959,/vREkQPEO2M1WdtYfwPUTH2M4XQJ.jpg,1997,368234.0,117.0,Open Your Eyes,1902,3.3
22000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5550,tt0107978,8.685798,/9bRy74b1AZEJD5omzWPPAptPfa7.jpg,1993,10696210.0,104.0,RoboCop 3,5550,2.6
55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2320,tt0116253,13.106291,/wmgkFuEr8bHRAgs1HS5U46Rzo0I.jpg,1996,121969216.0,133.0,Executive Decision,2320,3.1
25000000,"[{'id': 35, 'name': 'Comedy'}]",88042,tt1047540,11.746053,/1uHA1xOzrQczAmXvs4ji3XmKG6b.jpg,2012,119772232.0,104.0,Parental Guidance,88042,3.1
145000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",80321,tt1277953,13.829042000000001,/wd7NcMifnuf66gD2Fm7Tzz3yJ54.jpg,2012,746921274.0,93.0,Madagascar 3: Europe's Most Wanted,80321,2.2
350000,"[{'id': 18, 'name': 'Drama'}]",389,tt0050083,16.503959,/3W0v956XxSG5xgm7LB6qu8ExYJ2.jpg,1957,1000000.0,96.0,12 Angry Men,389,3.5
100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",1372,tt0450259,12.477872,/wRamTzV6udKaMXrspxqOuo02zk0.jpg,2006,170877916.0,143.0,Blood Diamond,1372,3.3
30000000,"[{'id': 27, 'name': 'Horror'}]",6466,tt0329101,14.015739000000002,/smD9JEIKuvsllgjgrGTOzzbATeN.jpg,2003,114908830.0,97.0,Freddy vs. Jason,6466,3.6
28000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",78,tt0083658,96.272374,/p64TtbZGCElxQHpAMWmDHkWJlH2.jpg,1982,33139618.0,117.0,Blade Runner,78,3.2
7500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7326,tt0467406,11.791591,/eE64N6PYCSRW2mtQucfK2av5Wk2.jpg,2007,231411584.0,96.0,Juno,7326,3.2
18000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",106,tt0093773,18.495694,/bj7A0teF2TWxxNGZjWTXiGrvCu2.jpg,1987,98235548.0,107.0,Predator,106,3.4
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",746,tt0093389,11.076971,/gnKVWiegQ6IoaYA0miR0OdPyI5P.jpg,1987,43984230.0,163.0,The Last Emperor,746,3.7
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",272,tt0372784,28.505340999999998,/dr6x4GyyegBWtinPBzipY02J2lV.jpg,2005,374218673.0,140.0,Batman Begins,272,3.7
25000000,"[{'id': 18, 'name': 'Drama'}]",1164,tt0449467,12.60853,/oyOviwBr6VEDz6pauvdgsLhRHck.jpg,2006,135330182.0,143.0,Babel,1164,3.4
5500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",660,tt0059800,10.517835,/sASN1VnJxWosdzp4mH40P47Xhhz.jpg,1965,141195658.0,130.0,Thunderball,660,3.0
6000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",829,tt0071315,12.29227,/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg,1974,30000000.0,130.0,Chinatown,829,2.7
28000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",699,tt0082398,9.765122999999999,/vpZZZ2eq8z4I6PSeGxR2UWNciGG.jpg,1981,195312802.0,127.0,For Your Eyes Only,699,2.2
439000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3062,tt0024034,4.718154,/tcRQzD2hb5Ng0DIHU796kn0mq4u.jpg,1933,2281000.0,89.0,42nd Street,3062,3.9
20000000,"[{'id': 53, 'name': 'Thriller'}]",617,tt0120890,13.924623,/dI9iYo1cL81yzJkBVyNGipjSvy0.jpg,1998,67200000.0,108.0,Wild Things,617,3.6
500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",133463,tt1857842,5.411012,/5wYU2EnwI7vD7hsRGOJhwbM4gIf.jpg,2012,1000000.0,93.0,Redd Inc.,133463,3.2
75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",35,tt0462538,14.302910999999998,/eCytnEriVur3rT47NWfkgPXD9qs.jpg,2007,527068851.0,87.0,The Simpsons Movie,35,3.5
28000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",54648,tt0114108,2.304986,/mhvAnxL3RIgh8gxfIBdtcbFitDq.jpg,1995,3983912.0,74.0,The Pebble and the Penguin,54648,3.1
57000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",6073,tt0236493,9.958406,/a7PuqWv0ENFg8dt9k51AID6P1kh.jpg,2001,147845033.0,123.0,The Mexican,6073,3.6
130000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",929,tt0120685,11.295121,/5axr56XqJH2xqkzI4j5sjzgV1Hu.jpg,1998,379014294.0,139.0,Godzilla,929,3.8
52500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",824,tt0203009,13.691781,/xhuQz2yKPlWvMvvnf2u9RVkAQx6.jpg,2001,179213434.0,127.0,Moulin Rouge!,824,3.8
130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",101299,tt1951264,25.309139000000002,/Hn0KgefVEp0GkdTexS6gfKTMfi.jpg,2013,847423452.0,146.0,The Hunger Games: Catching Fire,101299,3.0
4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1879,tt0061735,5.032469,/bhdXWhembE6a6q11NqpUcEdtAbw.jpg,1967,56666667.0,108.0,Guess Who's Coming to Dinner,1879,3.5
80000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",982,tt0056218,7.991677,/4LlR1NazZLhD55podBd7VAUGyTp.jpg,1962,96105910.0,126.0,The Manchurian Candidate,982,3.6
25000000,"[{'id': 35, 'name': 'Comedy'}]",1831,tt0156841,2.9719990000000003,/9GzP7WODLwpwxl8WaVpziI68w2n.jpg,2000,24362772.0,108.0,The Next Best Thing,1831,2.6
62000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",8202,tt0402022,12.201912,/3rKw2QInyaACZ6wnqSg4nAXgKal.jpg,2005,52304001.0,93.0,Æon Flux,8202,3.5
40000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1579,tt0472043,7.735233,/5BTFXR96hcBzmJvd9FwNayV79Xu.jpg,2006,120175290.0,139.0,Apocalypto,1579,3.2
5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",140,tt0275491,7.66414,/2wPhxmIveLgp8ClczFSHQhupF29.jpg,2004,40266982.0,106.0,Bad Education,140,3.3
14000000,"[{'id': 35, 'name': 'Comedy'}]",864,tt0106611,8.307210000000001,/neDmp7VSnopcjUcN8rgz9jusJyC.jpg,1993,154864401.0,98.0,Cool Runnings,864,3.3
75000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",8834,tt0118883,14.261798,/bwmJ5yBCNGVdEe7OAcLHDNmaANU.jpg,1997,136982834.0,135.0,Conspiracy Theory,8834,2.2
160000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1911,tt0120657,10.308026,/ooR8S0O0ZgxK2OBnT1GWHrr9w92.jpg,1999,61698899.0,102.0,The 13th Warrior,1911,2.7
90000000,"[{'id': 878, 'name': 'Science Fiction'}]",2067,tt0183523,9.021107,/eco5chujn3Mt7HnuMTUIuobPMoX.jpg,2000,60874615.0,114.0,Mission to Mars,2067,3.9
55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7303,tt0252076,7.291939,/3LQ4wKp4lF41yTTRSd6QdgD6eXO.jpg,2002,154906693.0,105.0,Maid in Manhattan,7303,3.7
730000,"[{'id': 37, 'name': 'Western'}]",288,tt0044706,16.715935,/teFvLNdppclC01dZodBTyaP3lGK.jpg,1952,8000000.0,85.0,High Noon,288,3.2
4800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",338,tt0301357,10.605595,/pb62NJ3tRxgmxBSM9u1Wg1dmmvG.jpg,2003,79384880.0,121.0,"Good bye, Lenin!",338,3.0
137000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2114,tt0173840,10.223851,/ixu5L3L55wJPVUGAfwdE4qVwWbi.jpg,2001,85131830.0,106.0,Final Fantasy: The Spirits Within,2114,3.6
20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",34016,tt0815236,8.101247,/jtoZLyid2QGjbkuMrQ4cMt8iRFd.jpg,2010,49779728.0,104.0,She's Out of My League,34016,3.7
45000000,"[{'id': 35, 'name': 'Comedy'}]",1624,tt0119528,10.102471000000001,/qd8VcWKrE4cNfInl9Osb8o8h9KP.jpg,1997,302710615.0,86.0,Liar Liar,1624,3.0
63000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",818,tt0295178,8.786653,/tFR7dTbX5BsmoUwKHfa2cWoZbwK.jpg,2002,296655431.0,94.0,Austin Powers in Goldmember,818,2.6
4000000,"[{'id': 35, 'name': 'Comedy'}]",583,tt0079470,10.714172999999999,/cKpJnXJ6DzAGafAjUWB5PjT904O.jpg,1979,20045115.0,94.0,Life of Brian,583,3.5
7000000,"[{'id': 18, 'name': 'Drama'}]",1367,tt0079817,11.789813,/fqJH7mI4dFANRay8qdJoGa7fK1k.jpg,1979,200182160.0,119.0,Rocky II,1367,3.1
806948,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",539,tt0054215,36.826309,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg,1960,32000000.0,109.0,Psycho,539,3.5
3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",821,tt0055031,9.697105,/iu7VMhBma5S94M3wh0fR8cmwgUf.jpg,1961,10000000.0,186.0,Judgment at Nuremberg,821,3.0
30000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",2907,tt0101272,12.962525,/ajiQj0jbacMAmPxDU3fP9TeIfTi.jpg,1991,191502426.0,99.0,The Addams Family,2907,2.5
52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",640,tt0264464,19.833077,/MywWCQGJNUr5kivAQ7eseCG7rm.jpg,2002,352114312.0,141.0,Catch Me If You Can,640,3.0
30000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",172,tt0098382,12.308007,/kugwPq2E5IkzrgoxRycnoqqUS9H.jpg,1989,70200000.0,107.0,Star Trek V: The Final Frontier,172,2.7
2500000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1687,tt0067065,12.120267,/yOnN43HdxvV5h5U4qsGIfeUL0Zv.jpg,1971,12348905.0,98.0,Escape from the Planet of the Apes,1687,3.2
160000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",124905,tt0831387,14.019239,/szVwkB4H5yyOJBVuQ432b9boO0N.jpg,2014,529076069.0,123.0,Godzilla,124905,2.5
10000000,"[{'id': 18, 'name': 'Drama'}]",3033,tt0120684,6.7880210000000005,/i7zzUK3dQdV6VGRyoKNGzBqbZKU.jpg,1998,6451628.0,105.0,Gods and Monsters,3033,3.4
20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",40952,tt0083542,1.057387,/AtdnaxYy5J2JvKTPGhMeGRhVIeY.jpg,1982,8178569.0,93.0,Alone in the Dark,40952,2.9
60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1265,tt0398808,8.460206,/gihMBO2SmUprI1ecYe7Eo7Eg1yq.jpg,2007,137587063.0,96.0,Bridge to Terabithia,1265,3.9
75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2253,tt0985699,8.635464,/54GgkO63zZyJJb5Fk2CKvNIoUvr.jpg,2008,200276000.0,121.0,Valkyrie,2253,2.7
4000000,"[{'id': 18, 'name': 'Drama'}]",157847,tt2382396,13.784410999999999,/bvcLnoffCm67n7pZPVdJ6pluJsi.jpg,2014,2365467.0,118.0,Joe,157847,3.3
100000000,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",2023,tt0317648,8.140709,/5BiWWo12FnSFTatD8dfMpoF7bVs.jpg,2004,108103450.0,136.0,Hidalgo,2023,3.4
60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",628,tt0110148,11.970205,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,1994,223664608.0,123.0,Interview with the Vampire,628,3.8
46000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",888,tt0109813,15.019585999999999,/dnYXJZgstixBsOjF4JJrPCDRd2n.jpg,1994,341631208.0,91.0,The Flintstones,888,2.3
55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8273,tt0328828,14.397139000000001,/lcLuBjI3Hr12mGFKJvdMeZdf3AN.jpg,2003,231449203.0,103.0,American Wedding,8273,3.4
40000000,"[{'id': 12, 'name': 'Adventure'}]",8915,tt1129445,5.308718,/vv2UXW33zivr940EvfDHvWBNpTF.jpg,2009,19258519.0,111.0,Amelia,8915,3.6
23000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",152601,tt1798709,13.829514999999999,/fsoTLnUXEUTNuVCBxAJMY0HPPd.jpg,2013,47351251.0,126.0,Her,152601,1.8
2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",26520,tt0064100,1.81433,/JvIQEOIrJfwrVnEObuMLcqhsVH.jpg,1969,30000000.0,101.0,Bob & Carol & Ted & Alice,26520,3.6
64000,"[{'id': 18, 'name': 'Drama'}]",1626,tt0056663,11.30591,/baz1c9dzsf5uhNuUYhXy7eudNJd.jpg,1962,24517.0,85.0,Vivre Sa Vie,1626,2.5
49000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",402,tt0103772,16.628427,/p1DHOfLFZmM567ePKfFNMV4mY92.jpg,1992,352927224.0,127.0,Basic Instinct,402,2.9
2200000,"[{'id': 18, 'name': 'Drama'}]",7913,tt0405508,4.102052,/bAzCzOpJ6lkDDjmhnxsLbIloH9P.jpg,2006,11502151.0,157.0,Rang De Basanti,7913,2.9
52000000,"[{'id': 18, 'name': 'Drama'}]",462,tt0195685,10.135446,/if90sXZkI4aaxdlhxKejpniT9ff.jpg,2000,256271286.0,131.0,Erin Brockovich,462,2.6
15000000,"[{'id': 18, 'name': 'Drama'}]",14,tt0169547,20.726578,/or1MP8BZIAjqWYxPdPX724ydKar.jpg,1999,356296601.0,122.0,American Beauty,14,3.4
1000000,"[{'id': 27, 'name': 'Horror'}]",9003,tt0093177,10.81305,/4nfAhOTlfZUHNorHJXEib7GYFpp.jpg,1987,14564027.0,94.0,Hellraiser,9003,2.7
20000000,"[{'id': 18, 'name': 'Drama'}]",825,tt0145734,3.010088,/2j4ABlRueaSI7fWBcl9vAiFPHQD.jpg,1998,3970078.0,121.0,Playing by Heart,825,2.6
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1955,tt0080678,8.405672000000001,/lDXJUmLQsViSKLbil2luD91l2kE.jpg,1980,26010864.0,124.0,The Elephant Man,1955,3.7
2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",27274,tt0099611,5.097791,/xWgH2ZdAioz3SqmgHNED3jxy0xN.jpg,1990,205068.0,85.0,Frankenhooker,27274,3.2
75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2900,tt0138304,14.705865,/2zm3a3453aWN078Qd6nIQngbEkM.jpg,1999,19598588.0,109.0,The Astronaut's Wife,2900,2.7
7920000,"[{'id': 9648, 'name': 'Mystery'}]",4192,tt0077413,11.162277,/pgR1eEc4nSmGSd9VXhomKXvsGYQ.jpg,1978,14560084.0,140.0,Death on the Nile,4192,3.0
31000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",79,tt0299977,9.861765,/xkJnow23eDxwQXB0iIWAWkBF47y.jpg,2002,177394432.0,99.0,Hero,79,3.2
550000,"[{'id': 27, 'name': 'Horror'}]",4488,tt0080761,12.146747,/mGJlh8oMyTDhfudvs20kFpYz0Yc.jpg,1980,59754601.0,95.0,Friday the 13th,4488,3.3
500000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",88224,tt0116985,1.143656,/rd5k8iDiuNAZTPTfJZn0rQ3PtYl.jpg,1996,431326.0,88.0,Manny & Lo,88224,3.2
2500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",84329,tt1990314,9.291494,/euOI0iOczBCEQgPhToZcvQ2eIj7.jpg,2012,3325038.0,85.0,Robot & Frank,84329,2.1
60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",453,tt0268978,11.93646,/4SFqHDZ1NvWdysucWbgnYlobdxC.jpg,2001,313542341.0,135.0,A Beautiful Mind,453,3.1
16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1090,tt0139809,9.356587,/19XUd3YoAY2cwWJnutvq5VEtiIO.jpg,1999,18564088.0,100.0,The Thirteenth Floor,1090,3.9
2000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",49035,tt0242256,0.570021,/1g2uNpyCnbw4z21Y3z6ALBGd5sC.jpg,2000,6000000.0,156.0,Alaipayuthey,49035,3.4
2000000,"[{'id': 35, 'name': 'Comedy'}]",5894,tt0112541,11.528147,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,1995,1275000.0,83.0,Blue in the Face,5894,1.8
33000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",157841,tt1981107,6.839535000000001,/3RLZObO1ydr12mlUOY5BbdimocH.jpg,2013,9494789.0,105.0,The Young and Prodigious T.S. Spivet,157841,1.2
100000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2059,tt0368891,18.932203,/luMoc56LLMWUt60vUNNpwxrbTNt.jpg,2004,347451894.0,131.0,National Treasure,2059,3.2
4200000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3040,tt0403358,8.803869,/9PU5tBWURGxFEydujd17GQRkA7G.jpg,2004,32000000.0,114.0,Night Watch,3040,3.2
5400000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1654,tt0061578,15.640007,/5SawqeuARDbUPrFohTulwd2PZ2N.jpg,1967,45300000.0,150.0,The Dirty Dozen,1654,3.3
7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",27004,tt1106860,9.107828999999999,/xpYi0GEADQWKHCPrhQtkqjrZm7O.jpg,2010,46488.0,108.0,Ca$h,27004,2.3
12000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",313,tt0448124,11.556057000000001,/2jd8daNxgHAX9rOdxyrnm6yK8py.jpg,2006,1381665.0,112.0,Snow Cake,313,3.1
180000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2268,tt0385752,11.481378999999999,/mOF2xK2xDgbpOCPgXreM4vfw9dC.jpg,2007,372234864.0,113.0,The Golden Compass,2268,3.8
5000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",173,tt0046672,8.722406,/pdi0lk5a0Yaq2HAk5v7SAj8oxT7.jpg,1954,28200000.0,127.0,"20,000 Leagues Under the Sea",173,2.5
160000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",810,tt0413267,14.072479000000001,/lA17Mlz8hXVZsW5Y3WuUa8KPilQ.jpg,2007,798958165.0,93.0,Shrek the Third,810,1.9
